course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean
NFYK16000U - SCIENCE,Modern Methods for Particle Scattering,Master,ECTS: 7.5,Block(s): 3,Group(s): B,"The purpose of this course is to give the students an insight into various conceptual, theoretical, practical aspects of particle scattering computations.Various recent developments in such computatio...","Continuous Assesment
Assignment (8h)",Pass 100%,Median 7,Average 8
NFYK22002U - SCIENCE,Modern Particle Physics,Master,ECTS: 7.5,Block(s): 2,Group(s): C,The course presents a broad and reasonably complete picture of modern particle physics. It concentrates on the Standard Model of Particle Physics with the aim of providing an overview of current exper...,"Continuous Assesment
Oral (25m)",Pass 94.74%,Median 7,Average 8.42
NIGM16006U - SCIENCE,Modul 4: Programmer og aktiviteter for naturbaseret sundhedsfremme og behandling for forskellige målgrupper.,Master,ECTS: 10,Block(s): 1-2,Group(s): Other,Kurset fokuserer på relationen mellem miljøet og natur-og havebaserede behandlingsprogrammer og aktiviteter. Det primære fokus er på naturbaseret behandling i terapihave samt hvordan behandlingsprogra...,"Assignment
Oral (20m)",Pass 100%,Median 10,Average 9.92
NIGM23014U - SCIENCE,Modul 5: Kvalificering af naturmiljøer til sundhedsfremme og behandling – planlægning og projektering,Master,ECTS: 10,Block(s): 2-4,Group(s): Other,"Alle naturområder fremmer ikke sundhed, og alle haver er ikke terapihaver. Dette kursus fokuserer på at forstå naturens og terapihavers potentiale for sundhedsfremme og behandling. De studerende skal ...","Assignment
Oral (20m)",Pass 100%,Median 10,Average 8.86
NFOK17002U - SCIENCE,Molecular and Functional Properties of Milk,Master,ECTS: 7.5,Block(s): 3,Group(s): A,"This course has the overall aim of providing students with a detailed knowledge of both theoretical and practical aspects of milk and milk production. In addition, the functionality of food ingredient...",Oral (20m),Pass 90.91%,Median 10,Average 8.21
NBIK14031U - SCIENCE,Molecular Biology for Non-life Scientists,Master,ECTS: 7.5,Block(s): 2,Group(s): C,The course will give an introduction to fundamental molecular and cellular biology with an emphasis on the processing of genetic information. The course is targeting students with no life science back...,Continuous Assesment,Pass 100%,Median N/A,Average N/A
NBIK13017U - SCIENCE,Molecular Biotechnology,Master,ECTS: 7.5,Block(s): 4,Group(s): A,The theoretical part includes:A thorough review of organisms used for recombinant protein productionProtein purification related to recombinant protein production.Quality control of recombinant protei...,Assignment (7d),Pass 91.3%,Median 7,Average 6.57
NBIA07002U - SCIENCE,Molecular Cell Biology,Bachelor,ECTS: 15,Block(s): 2,Group(s): A,"A series of Group Discussions (no lectures) in which prepared material is treated and discussed, and three weeks of laboratory exercises where a range of experimental techniques is carried out and con...",ITX (4h),Pass 81.48%,Median 7,Average 7.62
NKEK25000U - SCIENCE,Molecular Chemical Kinetics,Master,ECTS: 7.5,Block(s): 1,Group(s): C,"The goal of this course is to bridge the gap between the microscopic description of chemical reactions and the macroscopic quantities that can be measured, while investigating the processes that drive...","Assignment
Oral (20m)",Pass N/A,Median N/A,Average N/A
NBIK24002U - SCIENCE,Molecular Mechanisms in Metabolic Disease,Master,ECTS: 7.5,Block(s): 3,Group(s): C,The course covers cutting edge experimental and theoretical knowledge within metabolic research and the role of metabolic adaptation and dysfunction in disease development. The course provides the stu...,Oral (30m),Pass 95.74%,Median 7,Average 6.87
NBIB16001U - SCIENCE,Molecular Microbiology,Bachelor,ECTS: 15,Block(s): 1,Group(s): Other,"Molecular Microbiology is a discipline that combines genetics, physiology, biochemistry, molecular biology and cytology with microbiology. These fields have undergone dramatic, in some cases almost ex...",ITX (4h),Pass 96.67%,Median 7,Average 6.03
NBIK14034U - SCIENCE,Molecular Neurobiology,Master,ECTS: 7.5,Block(s): 2,Group(s): C,"The course focuses on the molecular foundation of our nervous system. Beginning with an introduction to fundamental beurobiology, progresses to explore the protein structures and physiology actions of...",Oral (20m),Pass 100%,Median 10,Average 9.58
NPLB14002U - SCIENCE,Molekylær genetik,Bachelor,ECTS: 15,Block(s): 4,Group(s): A,"I den teoretiske del vil forelæsninger dække følgende emner: DNA, genom struktur, molekylære markører, koblingsanalyser, replikation, genstruktur, transkription, translation, genregulering og gentekno...",Oral (20m),Pass 90.48%,Median 7,Average 7.67
NBIB16000U - SCIENCE,Molekylær økologi,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,Kurset har til formål at give de studerende viden og færdigheder i anvendelse af molekylære data til at besvare økologiske problemstillinger. Gennem kurset lærer den studerende at håndtere og analyser...,Oral (20m),Pass 100%,Median 10,Average 9.47
NBIA08019U - SCIENCE,Molekylærbiologi,Bachelor,ECTS: 15,Block(s): 3,Group(s): Other,"Genomics. DNA-baserede processer som replikation, repair, rekombination, transposition og transkription. Post-transkriptionelle begivenheder som RNA splicing, RNA eksport, RNA lokalisering og translat...","ITX (4h)
Assignment",Pass 85.71%,Median 4,Average 5.45
NBIB24004U - SCIENCE,Molekylærbiologi for bioinformatikere,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,"Den grundlæggende molekylære cellebiologi. Emnerne er DNA replikation og reparation, syntese og nedbrydning af RNA og protein, reguleret genekspression, det sekretoriske system og vakuolær sortering, ...",Oral (20m),Pass 100%,Median 10,Average 9.2
NBIB14027U - SCIENCE,"Molekylærbiologi, genetik og bioteknologi",Bachelor,ECTS: 15,Block(s): 2,Group(s): A,"Kurset gennemgår vigtige principper i molekylærbiologien med fokus på eksperimentelle metoder og vil være baseret på en gennemarbejdning af mekanismerne bag klassisk molekylærbiologi, dvs. nukleinsyre...",ITX (4h),Pass 91.67%,Median 7,Average 7.25
NMAK17007U - SCIENCE,Monte Carlo Methods in Insurance and Finance,Master,ECTS: 7.5,Block(s): 2,Group(s): B,This will be an introductory course on Monte Carlo simulation techniques. Topics will include: basic principles and sampling methods; variance reduction; quasi-Monte Carlo; discretization methods for ...,Oral (30m),Pass 69.23%,Median 7,Average 7.7
NNEB19007U - SCIENCE,Motion som forebyggelse og behandling,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"Patofysiologi, sygdomslære, træningsfysiologi i forhold til forebyggelse og behandling af f.eks overvægt, type 2 diabetes, hjerte-karsygdomme, osteoporose, m.v. ",Written (3h),Pass 97.78%,Median 7,Average 7.02
NNEB14017U - SCIENCE,Motorisk udvikling og indlæring,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,Introduktion til de neurofysiologiske principper som underligger motorisk præstationOversigt over det motoriske system Gennemgang af det motoriske systems udvikling igennem livetPræsentation af mekani...,Assignment (20m),Pass 92%,Median 7,Average 8.02
LSLS10156U - SCIENCE,Mykologisk feltkursus,Bachelor,ECTS: 2.5,Block(s): 1,Group(s): D,Introduktion til svamperiget og mykologiske formgrupperSvampeøkologiIndikator-arter for forskellige naturtyperSvampe som en del af biodiversiteten,Assignment,Pass 100%,Median 10,Average 8.92
NKEB11002U - SCIENCE,Nanobio 1,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): C,"Emnerne i kurset omfatter grundlæggende nanoteknologiske forståelse af vigtige biomolekylære komponenter: Lipider og membraner, der definerer grænserne for celler, og proteiner, deres funktion styrer ...",ITX (4h),Pass 100%,Median 8.5,Average 7.75
NKEB24000U - SCIENCE,Nanobio 3 - Biomedical Applications based on Nanoscience,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,The course will address state-of-the-art applications in medical science based on nanoscience. The course is composed of:Introductory lectures in class on advanced methods in nanoscience to investigat...,Written (4h),Pass N/A,Median N/A,Average N/A
NBIB14001U - SCIENCE,Nanobio2,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A,"Cellens basale opbygning.Omsætning af glukose i glykolysen,replikation af arvematerialtet DNA,transkription af DNA til RNA,afkodning af messenger RNA under protein syntesen,transport og sortering af p...",Written (4h),Pass 91.67%,Median 10,Average 8.75
NFYA06015U - SCIENCE,Nanokvant,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Formålet med kurset er at give nanosciencestuderende en indføring i kvantemekanik, der sætter dem i stand til at forstå kvantemekaniske effekter og overgangen fra den atomare til den molekylære verden...",Written (4h),Pass 58.82%,Median 2,Average 2.59
LNAB10015U - SCIENCE,Natur- og landskabspolitik,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,Faget Natur- og landskabspolitik giver et mentalt landkort til at forstå og analysere dynamikken i hvordan politik bliver til og implementeres. Den studerende får en forståelse af interessenters rolle...,Oral (20m),Pass 100%,Median 7,Average 7.2
NDAK18000U - SCIENCE,Natural Language Processing (NLP),Master,ECTS: 7.5,Block(s): 1,Group(s): B,"Have you ever wondered how systems like ChatGPT, which can generate human-like text, are built? Are you intrigued by the idea of creating a system that can process, understand, or generate text automa...",Assignment,Pass 97.87%,Median 10,Average 8.36
LOJK10229U - SCIENCE,Natural Resource Economics,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"The course in Natural Resource Economics mainly deals with optimal pricing, extraction, and management of natural resources. Examples of such resources are oil, forests, water, biodiversity, and fish ...",ITX (150m),Pass 87.5%,Median 7,Average 5.46
LTEK10157U - SCIENCE,Natural Resource Sampling and Modelling,Master,ECTS: 7.5,Block(s): 3,Group(s): B,"The main objective of the course is to provide students with tools for sampling, modelling and interpreting information on structure and diversity of vegetation cover, land use and production of natur...",Assignment (12h),Pass 93.88%,Median 7,Average 6.43
LNAK10081U - SCIENCE,Nature Perception - Theories and Methods for Investigation,Master,ECTS: 7.5,Block(s): 2,Group(s): C,Want to work professionally with a variety of stakeholders in nature projects?In this problem and knowledge based course you will learn about how nature conflicts are embedded in different nature view...,"Assignment
Oral (25m)",Pass 100%,Median 10,Average 9.24
NNDM23000U - SCIENCE,Naturfagsdidaktik og undersøgelsesbaseret naturfagsundervisning,Master,ECTS: 10,Block(s): 3-4,Group(s): A,"Introduktion til det naturfagsdidaktiske felt med fokus på gymnasieområdet. Modulet er organiseret i en række temaer som begrundelser og læreplaner, elevernes læring og læringsteori, undersøgelsesbase...",Oral (30m),Pass 100%,Median 12,Average 11.29
NIGB19002U - SCIENCE,Naturforvaltning,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"Kurset drejer sig om bæredygtig forvaltning af naturområder og habitater i det åbne land, skove, vandområder og byer. På kurset skabes et overblik over den danske naturforvaltning som den udspiller si...",Assignment (1d),Pass 91.67%,Median 10,Average 8.04
NIGB23002U - SCIENCE,Naturforvaltning og biodiversitet,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,"Kurset giver en introduktion til dansk naturforvaltning med fokus på arter, processer og økosystemer. Der lægges vægt på praktiske metoder og værktøjer, der anvendes i forvaltningen af både lysåbne na...","Assignment
Oral (25m)",Pass 100%,Median 10,Average 10.37
NGEA04033U - SCIENCE,Naturforvaltning og integreret kystzoneforvaltning,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,Kurset giver en indføring i natur- og samfundsmæssige aspekter af kystzonen med henblik på analyse og varetagelse af kystrelaterede forvaltningsopgaver.,"Assignment
Oral (20m)",Pass 100%,Median 10,Average 10.13
LSLS20057U - SCIENCE,Naturforvaltning og samfund,Bachelor,ECTS: 15,Block(s): 1,Group(s): A,"Naturplanlægning i Danmark: Beslutningsprocesser, forvaltningsopbygning og naturpolitikSamfundsøkonomi: Naturressourceøkonomi, værdisætning af naturområder og naturprojekterLandskabsudpegninger: Habit...","Assignment
Oral (20m)",Pass 93.75%,Median 7,Average 7.13
LSLS10057U - SCIENCE,Naturforvaltning og samfund,Bachelor,ECTS: 15,Block(s): 1,Group(s): A,"Naturplanlægning i Danmark: Beslutningsprocesser, forvaltningsopbygning og naturpolitik og planstrukturSamfundsøkonomi: National- og naturressource økonomi, værdisætning af naturområder og naturprojek...","Assignment
Oral (20m)",Pass 93.75%,Median 7,Average 7.13
NGEA09034U - SCIENCE,Naturgeografisk feltkursus (NGfelt),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"Kurset giver en indføring i basale naturgeografiske feltmetoder i teori og praksis, med henblik på selvstændigt at forberede et mindre projekt, indsamle, organisere og analysere data samt formidle res...","Assignment
Oral (20m)",Pass 100%,Median 10,Average 9.9
NIGB24012U - SCIENCE,Naturgeografisk feltkursus (NGfelt) - version for gymnasielærere,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"Kurset giver en indføring i basale naturgeografiske feltmetoder i teori og praksis, med henblik på selvstændigt at forberede et mindre projekt, indsamle, organisere og analysere data samt formidle res...","Assignment
Oral (20m)",Pass N/A,Median N/A,Average N/A
NIGB13001U - SCIENCE,Naturgrundlaget 1 - Planter og Landskab,Bachelor,ECTS: 15,Block(s): 1-2,Group(s): C,"Kursets mål er, at sikre den studerende den forståelse for naturgrundlaget, der er en forudsætning for bæredygtig byplanlægning, landskabsarkitektur og landskabsforvaltning. Kurset berører en bred vif...",ITX (4h),Pass 100%,Median 7,Average 6.94
NPLB17000U - SCIENCE,Naturgrundlaget 2A - Vegetation og bioressourcer,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,"Kurset kombinerer viden om økologiske processer med viden om jord, vand og planter. De studerende bliver fortrolige med økologi, økosystemers opbygning og samspil mellem organismernes livsprocesser. P...",Written (4h),Pass 98.11%,Median 7,Average 7.7
NPLB17001U - SCIENCE,Naturgrundlaget 2B - Vegetation og økologi,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"Kurset kombinerer viden om økologiske processer, jord og vegetation med forståelse af de vigtigste danske økosystemer. De studerende bliver fortrolige med økologiske samt planteproblemstillinger, almi...",Written (4h),Pass 100%,Median 10,Average 8.94
LNAB10088U - SCIENCE,Naturressourcer - forvaltning og økonomi,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,"Kurset omhandler bæredygtig forvaltning af naturressourcer i form af skove, naturområder, vand og landskaber, herunder landbrugslandskaber. Med forvaltning forstås her menneskets beslutninger om beny...",Assignment,Pass 98.15%,Median 10,Average 8.65
LBIB10171U - SCIENCE,Naturressourcer og økologi,Bachelor,ECTS: 15,Block(s): 1-2,Group(s): B,"Kurset beskæftiger sig med aktuelle problemstillinger knyttet til bæredygtig anvendelse af naturressourcer, herunder landbrug, skovbrug og terrestrisk natur. I kurset indgår ekskursioner og projektarb...",Oral (20m),Pass 98.08%,Median 7,Average 8.02
NPLB20004U - SCIENCE,Naturressourcers kemi,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,Kursets formål er at give den studerende et basalt men solidt kendskab til bio-relaterede naturressourcers kemi med henblik på at kunne forstå og analysere centrale problemstillinger for menneskets bæ...,Written (4h),Pass 76.67%,Median 7,Average 5.95
