course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean,fail_pct
NNEK22001U - SCIENCE,Metabolomics,Master, 7.5,4, C,"DescriptionMetabolomics is a powerful tool in nutrition, biology, pharmaceutical and clinical research, since it allows the understanding of metabolic pathways, the early diagnosis of diseases, the de...",Oral (30m),Pass 95.65%, 7, 8.23,4.349999999999994
NBIK14022U - SCIENCE,Methodology and Sampling in Environmental Management,Master, 7.5,2, C,"Practical sampling of soil, water and bioindicators in terrestrial, freshwater and marine environments, followed by laboratory analyses and statistical analyses, including planning of sampling and cho...",Continuous Assesment,Pass 100%, 10, 9.15,0.0
NKEK25005U - SCIENCE,Methods and Modelling in Inorganic Chemistry,Master, 15,1-2, B,Physical characterization methods in inorganic chemistry: The most important physical characterization methods employed in inorganic chemistry are described and discussed. This includes techniques whi...,Assignment,Pass 100%, N/A, N/A,0.0
NBIB15008U - SCIENCE,Microbial Biotechnology,Bachelor, 7.5,3, C,"The course focusses on the use of microorganisms and their products in biotechnological processes. This includes prokaryotic and eukaryotic microorganisms as factories of industrial enzymes, bioenergy...",ITX (2h),Pass 97.73%, 8.5, 8.39,2.269999999999996
NFOK22000U - SCIENCE,"Microbiological Food Safety and Quality: Control, Cases and Practicals",Master, 7.5,2, A,The course is relevant to everyone interested in microbial food safety and food hygiene. The course teaches the mindset behind identifying and solving existing and future challenges within the field.A...,Oral (25m),Pass 96.55%, 10, 8.55,3.450000000000003
NFOK14019U - SCIENCE,Microbiology of Fermented Food and Beverages,Master, 7.5,1, C,"The course primarily focuses on microorganisms involved in the production of various fermented foods and beverages. It covers the taxonomy of important microorganisms, particularly lactic acid bacteri...",Oral (15m),Pass 91.75%, 7, 7.43,8.25
NIFK14001U - SCIENCE,Microeconomic and Econometric Production Analysis,Master, 7.5,2, C,"Knowledge about production technologies and producer behavior is important for politicians, managers, business organizations, government administrations, financial institutions, the EU, and other nati...",Oral (20m),Pass 100%, 10, 10.23,0.0
NMAB20004U - SCIENCE,Microeconomics 2: Market Imperfections (MikØk2),Bachelor, 7.5,4, B,"The course presents microeconomic theory of markets with imperfections including game theory, information economics, externalities and public goods, as well as an introduction to behavioral economics....",Written (3h),Pass 100%, 7, 6.45,0.0
NPLB14012U - SCIENCE,Mikrobiologi,Bachelor, 7.5,3, A,Kurset vil give de studerende et bredt kendskab til mikroorganismers biologi på forskellige niveauer af kompleksitet fra molekyler til celler til populationer og mikrobielle samfund (mikrobiomer). Kur...,ITX (3h),Pass 96.2%, 7, 5.92,3.799999999999997
LOJB10259U - SCIENCE,Mikroøkonomi,Bachelor, 7.5,2, B,Kurset i mikroøkonomi opbygger fundamentet til moderne modelbaseret økonomisk analyse. Byggeklodserne er agenternes præferencer der modelleres til nyttefunktioner. Ved hjælp af matematik og antagelser...,ITX (4h),Pass 98%, 7, 8.22,2.0
NMAA05023U - SCIENCE,Mikroøkonomi 1: Generel ligevægtsteori (MikØk1),Bachelor, 7.5,4, B,"Faget bygger videre på ØkIntro og giver en gennemgang af grundlæggende mikroøkonomisk teori med vægt på matematisk præcision. Der gennemgås grundlæggende forbrugerteori, valg under usikkerhed, produkt...",Written (4h),Pass 75%, 7, 6.2,25.0
NDAB19004U - SCIENCE,Mikroøkonomi A (MikØkA),Bachelor, 7.5,4, B,"Kurset omfatter mikroøkonomisk teori om markedsfejl, beslutninger over tid og under usikkerhed og finansielle markeder samt generel ligevægt. Kurset omfatter også computerbaserede løsningsmetoder for ...",Assignment (3d),Pass 76.84%, 4, 5.09,23.159999999999997
NDAB20009U - SCIENCE,Mikroøkonomi B (MikØkB),Bachelor, 7.5,4, B,"Kurset omhandler grundlæggende spilteori og dets anvendelser i økonomiske modeller og forbereder desuden den studerende til at kunne fortsætte med videregående fag i emnet. Den studerende vil lære, hv...",Assignment (2d),Pass 83.33%, 4, 5.43,16.67
NIFK15001U - SCIENCE,Miljø- og planlovgivning - natur og by,Master, 7.5,2, A,"Kurset retter sig bredt mod studerende på Science mv., der har interesse for by-, natur- og miljøforvaltning samt planlægning, herunder hvordan lovgivningen kan bidrage til en bæredygtig udvikling. Ku...",ITX (4h),Pass 100%, 7, 8.38,0.0
NIFB14009U - SCIENCE,Miljø- og planlovgivning - natur og vand,Bachelor, 7.5,2, A,"Kurset retter sig bredt mod studerende på Science mv., der har interesse for miljø- og naturforvaltning, herunder hvordan lovgivningen kan bidrage til en bæredygtig udvikling. Kurset vil ud over en i...",ITX (4h),Pass 100%, 7, 6.79,0.0
LKEB10084U - SCIENCE,Miljøkemi i biologiske systemer,Bachelor, 7.5,2, B,"Grundlæggende miljøkemi med hovedfokus på følgende emner:Terrestriske, akvatiske og atmosfæriske miljøers opbygning, kemiske og fysiske egenskaber.Betydning af fysiske og kemiske egenskaber for forure...",Oral (20m),Pass 100%, 10, 9.87,0.0
NIGB23001U - SCIENCE,Mineralogi – Geologiske miljøer og naturressourcer,Bachelor, 7.5,2, B,"Kurset består af tre integrerede dele: (1) De grundlæggende fysiske og kemiske egenskaber for bjergartsdannende mineraler, (2) petrografisk beskrivelse og bestemmelse af mineraler og bjergarter ved mi...",Oral (20m),Pass 100%, 10, 8.75,0.0
NIGB21025U - SCIENCE,Modellering af det hydrologiske kredsløb,Bachelor, 7.5,1, A,"Kurset gennemgår processerne i det hydrologiske kredsløb:Nedbørsprocesser og -dannelse, måling og korrektion af nedbør, regional og sæsonmæssig variation i  nedbør, estimation af fladenedbør.Strålings...","Assignment
Oral (20m)",Pass 92.59%, 7, 7.56,7.409999999999997
NDAB16012U - SCIENCE,Modelling and Analysis of Data (MAD),Bachelor, 7.5,2, A,"The purpose of the course is to provide a basic and broad introduction to the representation, analysis, and processing of sampled data. The course will introduce the student to statistical analysis, m...",Assignment (7d),Pass 90%, 7, 7.5,10.0
NMAK22007U - SCIENCE,Models for Complex Systems (ModComp),Master, 7.5,3, B,The course is an introduction to probability models capable of capturing dependence structures among many observables. The kind of models treated are often called generative models because they direct...,"Continuous Assesment
Oral (15m)",Pass 74.29%, 7, 7.27,25.709999999999994
NFYK16000U - SCIENCE,Modern Methods for Particle Scattering,Master, 7.5,3, B,"The purpose of this course is to give the students an insight into various conceptual, theoretical, practical aspects of particle scattering computations.Various recent developments in such computatio...","Continuous Assesment
Assignment (8h)",Pass 100%, 7, 8,0.0
NFYK22002U - SCIENCE,Modern Particle Physics,Master, 7.5,2, C,The course presents a broad and reasonably complete picture of modern particle physics. It concentrates on the Standard Model of Particle Physics with the aim of providing an overview of current exper...,"Continuous Assesment
Oral (25m)",Pass 94.74%, 7, 8.42,5.260000000000005
NIGM16006U - SCIENCE,Modul 4: Programmer og aktiviteter for naturbaseret sundhedsfremme og behandling for forskellige målgrupper.,Master, 10,1-2, Other,Kurset fokuserer på relationen mellem miljøet og natur-og havebaserede behandlingsprogrammer og aktiviteter. Det primære fokus er på naturbaseret behandling i terapihave samt hvordan behandlingsprogra...,"Assignment
Oral (20m)",Pass 100%, 10, 9.92,0.0
NIGM23014U - SCIENCE,Modul 5: Kvalificering af naturmiljøer til sundhedsfremme og behandling – planlægning og projektering,Master, 10,2-4, Other,"Alle naturområder fremmer ikke sundhed, og alle haver er ikke terapihaver. Dette kursus fokuserer på at forstå naturens og terapihavers potentiale for sundhedsfremme og behandling. De studerende skal ...","Assignment
Oral (20m)",Pass 100%, 10, 8.86,0.0
NFOK17002U - SCIENCE,Molecular and Functional Properties of Milk,Master, 7.5,3, A,"This course has the overall aim of providing students with a detailed knowledge of both theoretical and practical aspects of milk and milk production. In addition, the functionality of food ingredient...",Oral (20m),Pass 90.91%, 10, 8.21,9.090000000000003
NBIK14031U - SCIENCE,Molecular Biology for Non-life Scientists,Master, 7.5,2, C,The course will give an introduction to fundamental molecular and cellular biology with an emphasis on the processing of genetic information. The course is targeting students with no life science back...,Continuous Assesment,Pass 100%, N/A, N/A,0.0
NBIK13017U - SCIENCE,Molecular Biotechnology,Master, 7.5,4, A,The theoretical part includes:A thorough review of organisms used for recombinant protein productionProtein purification related to recombinant protein production.Quality control of recombinant protei...,Assignment (7d),Pass 91.3%, 7, 6.57,8.700000000000003
NBIA07002U - SCIENCE,Molecular Cell Biology,Bachelor, 15,2, A,"A series of Group Discussions (no lectures) in which prepared material is treated and discussed, and three weeks of laboratory exercises where a range of experimental techniques is carried out and con...",ITX (4h),Pass 81.48%, 7, 7.62,18.519999999999996
NBIK24002U - SCIENCE,Molecular Mechanisms in Metabolic Disease,Master, 7.5,3, C,The course covers cutting edge experimental and theoretical knowledge within metabolic research and the role of metabolic adaptation and dysfunction in disease development. The course provides the stu...,Oral (30m),Pass 95.74%, 7, 6.87,4.260000000000005
NBIB16001U - SCIENCE,Molecular Microbiology,Bachelor, 15,1, Other,"Molecular Microbiology is a discipline that combines genetics, physiology, biochemistry, molecular biology and cytology with microbiology. These fields have undergone dramatic, in some cases almost ex...",ITX (4h),Pass 96.67%, 7, 6.03,3.3299999999999983
NBIK14034U - SCIENCE,Molecular Neurobiology,Master, 7.5,2, C,"The course focuses on the molecular foundation of our nervous system. Beginning with an introduction to fundamental beurobiology, progresses to explore the protein structures and physiology actions of...",Oral (20m),Pass 100%, 10, 9.58,0.0
NPLB14002U - SCIENCE,Molekylær genetik,Bachelor, 15,4, A,"I den teoretiske del vil forelæsninger dække følgende emner: DNA, genom struktur, molekylære markører, koblingsanalyser, replikation, genstruktur, transkription, translation, genregulering og gentekno...",Oral (20m),Pass 90.48%, 7, 7.67,9.519999999999996
NBIB16000U - SCIENCE,Molekylær økologi,Bachelor, 7.5,2, A,Kurset har til formål at give de studerende viden og færdigheder i anvendelse af molekylære data til at besvare økologiske problemstillinger. Gennem kurset lærer den studerende at håndtere og analyser...,Oral (20m),Pass 100%, 10, 9.47,0.0
NBIA08019U - SCIENCE,Molekylærbiologi,Bachelor, 15,3, Other,"Genomics. DNA-baserede processer som replikation, repair, rekombination, transposition og transkription. Post-transkriptionelle begivenheder som RNA splicing, RNA eksport, RNA lokalisering og translat...","ITX (4h)
Assignment",Pass 85.71%, 4, 5.45,14.290000000000006
NBIB24004U - SCIENCE,Molekylærbiologi for bioinformatikere,Bachelor, 7.5,3, A,"Den grundlæggende molekylære cellebiologi. Emnerne er DNA replikation og reparation, syntese og nedbrydning af RNA og protein, reguleret genekspression, det sekretoriske system og vakuolær sortering, ...",Oral (20m),Pass 100%, 10, 9.2,0.0
NBIB14027U - SCIENCE,"Molekylærbiologi, genetik og bioteknologi",Bachelor, 15,2, A,"Kurset gennemgår vigtige principper i molekylærbiologien med fokus på eksperimentelle metoder og vil være baseret på en gennemarbejdning af mekanismerne bag klassisk molekylærbiologi, dvs. nukleinsyre...",ITX (4h),Pass 91.67%, 7, 7.25,8.329999999999998
NMAK17007U - SCIENCE,Monte Carlo Methods in Insurance and Finance,Master, 7.5,2, B,This will be an introductory course on Monte Carlo simulation techniques. Topics will include: basic principles and sampling methods; variance reduction; quasi-Monte Carlo; discretization methods for ...,Oral (30m),Pass 69.23%, 7, 7.7,30.769999999999996
NNEB19007U - SCIENCE,Motion som forebyggelse og behandling,Bachelor, 7.5,4, C,"Patofysiologi, sygdomslære, træningsfysiologi i forhold til forebyggelse og behandling af f.eks overvægt, type 2 diabetes, hjerte-karsygdomme, osteoporose, m.v. ",Written (3h),Pass 97.78%, 7, 7.02,2.219999999999999
NNEB14017U - SCIENCE,Motorisk udvikling og indlæring,Bachelor, 7.5,4, C,Introduktion til de neurofysiologiske principper som underligger motorisk præstationOversigt over det motoriske system Gennemgang af det motoriske systems udvikling igennem livetPræsentation af mekani...,Assignment (20m),Pass 92%, 7, 8.02,8.0
LSLS10156U - SCIENCE,Mykologisk feltkursus,Bachelor, 2.5,1, D,Introduktion til svamperiget og mykologiske formgrupperSvampeøkologiIndikator-arter for forskellige naturtyperSvampe som en del af biodiversiteten,Assignment,Pass 100%, 10, 8.92,0.0
NKEB11002U - SCIENCE,Nanobio 1,Bachelor, 7.5,2, C,"Emnerne i kurset omfatter grundlæggende nanoteknologiske forståelse af vigtige biomolekylære komponenter: Lipider og membraner, der definerer grænserne for celler, og proteiner, deres funktion styrer ...",ITX (4h),Pass 100%, 8.5, 7.75,0.0
NBIB14001U - SCIENCE,Nanobio2,Bachelor, 7.5,4, A,"Cellens basale opbygning.Omsætning af glukose i glykolysen,replikation af arvematerialtet DNA,transkription af DNA til RNA,afkodning af messenger RNA under protein syntesen,transport og sortering af p...",Written (4h),Pass 91.67%, 10, 8.75,8.329999999999998
NFYA06015U - SCIENCE,Nanokvant,Bachelor, 7.5,2, A,"Formålet med kurset er at give nanosciencestuderende en indføring i kvantemekanik, der sætter dem i stand til at forstå kvantemekaniske effekter og overgangen fra den atomare til den molekylære verden...",Written (4h),Pass 58.82%, 2, 2.59,41.18
LNAB10015U - SCIENCE,Natur- og landskabspolitik,Bachelor, 7.5,1, A,Faget Natur- og landskabspolitik giver et mentalt landkort til at forstå og analysere dynamikken i hvordan politik bliver til og implementeres. Den studerende får en forståelse af interessenters rolle...,Oral (20m),Pass 100%, 7, 7.2,0.0
NDAK18000U - SCIENCE,Natural Language Processing (NLP),Master, 7.5,1, B,"Have you ever wondered how systems like ChatGPT, which can generate human-like text, are built? Are you intrigued by the idea of creating a system that can process, understand, or generate text automa...",Assignment,Pass 97.87%, 10, 8.36,2.1299999999999955
LOJK10229U - SCIENCE,Natural Resource Economics,Master, 7.5,2, A,"The course in Natural Resource Economics mainly deals with optimal pricing, extraction, and management of natural resources. Examples of such resources are oil, forests, water, biodiversity, and fish ...",ITX (150m),Pass 87.5%, 7, 5.46,12.5
LTEK10157U - SCIENCE,Natural Resource Sampling and Modelling,Master, 7.5,3, B,"The main objective of the course is to provide students with tools for sampling, modelling and interpreting information on structure and diversity of vegetation cover, land use and production of natur...",Assignment (12h),Pass 93.88%, 7, 6.43,6.1200000000000045
LNAK10081U - SCIENCE,Nature Perception - Theories and Methods for Investigation,Master, 7.5,2, C,Want to work professionally with a variety of stakeholders in nature projects?In this problem and knowledge based course you will learn about how nature conflicts are embedded in different nature view...,"Assignment
Oral (25m)",Pass 100%, 10, 9.24,0.0
NNDM23000U - SCIENCE,Naturfagsdidaktik og undersøgelsesbaseret naturfagsundervisning,Master, 10,3-4, A,"Introduktion til det naturfagsdidaktiske felt med fokus på gymnasieområdet. Modulet er organiseret i en række temaer som begrundelser og læreplaner, elevernes læring og læringsteori, undersøgelsesbase...",Oral (30m),Pass 100%, 12, 11.29,0.0
